CSEARCH time (seconds),Molecule,Mult,Overall charge,RDKit-Initial-samples,RDKit-RMSD-and-energy-duplicates,RDKit-Unique-conformers,RDKit-energy-window,RDKit-initial_energy_threshold,Real charge,status,update_to_rdkit
0.76,4,2.0,,300,0,9,0,291,0.0,1.0,False
